"Number","SpeciesName","VenacularName","TaxonName","TaxonAuthor","TaxonType"
"3851","Nigritella nigra agg.","Artengruppe Schwarzes Kohlroeschen","Nigritella nigra agg.","","plant"
"7166","Nigritella rhellicani Teppner & Klein","Schwarzes Kohlroeschen","Nigritella rhellicani","Teppner & Klein","plant"
"22784","Nigritella rubra (Wettst.) K. Richt.","Rotes Kohlroeschen","Nigritella rubra","(Wettst.) K. Richt.","plant"
"3856","Nonea pulla (L.) DC.","Braunes Moenchskraut","Nonea pulla","(L.) DC.","plant"
"6605","Nonea rosea (M. Bieb.) Link","Rosenrotes Moenchskraut","Nonea rosea","(M. Bieb.) Link","plant"
"50685","Nowellia curvifolia (Dicks.) Mitt.","Krummblattmoos","","","moss"
"3857","Nuphar lutea (L.) Sibth. & Sm.","Gelbe Teichrose","Nuphar lutea","(L.) Sibth. & Sm.","plant"
"3858","Nuphar pumila (Timm) DC.","Kleine Teichrose","Nuphar pumila","(Timm) DC.","plant"
"3859","Nymphaea alba L.","Weisse Seerose","Nymphaea alba","L.","plant"
"3860","Nymphaea candida C. Presl","Glaenzende Seerose","Nymphaea candida","C. Presl","plant"
"3861","Nymphoides peltata (S. G. Gmel.) Kuntze","Seekanne","Nymphoides peltata","(S. G. Gmel.) Kuntze","plant"
"50686","Octodiceras fontanum (Bach.Pyl.) Lindb.","","","","moss"
"3865","Odontites litoralis (Fr.) Fr.","Salz-Zahntrost","Odontites litoralis","(Fr.) Fr.","plant"
"3863","Odontites luteus (L.) Clairv.","Gelber Zahntrost","Odontites luteus","(L.) Clairv.","plant"
"3866","Odontites vernus (Bellardi) Dumort.","Fruehlings-Ackerzahntrost","Odontites vernus","(Bellardi) Dumort.","plant"
"3867","Odontites vulgaris Moench","Roter Zahntrost","Odontites vulgaris","Moench","plant"
"50687","Odontoschisma denudatum (Nees) Dumort.","Schlitzkelchmoos","","","moss"
"50688","Odontoschisma sphagni (Dicks.) Dumort.","","","","moss"
"3870","Oenanthe aquatica (L.) Poir.","Wasserfenchel","Oenanthe aquatica","(L.) Poir.","plant"
"6894","Oenanthe conioides Lange","Tide-Wasserfenchel","Oenanthe conioides","Lange","plant"
"3873","Oenanthe fistulosa L.","Roehriger Wasserfenchel","Oenanthe fistulosa","L.","plant"
"3871","Oenanthe fluviatilis (Bab.) Coleman","Flutender Wasserfenchel","Oenanthe fluviatilis","(Bab.) Coleman","plant"
"3875","Oenanthe lachenalii C. C. Gmel.","Wiesen-Wasserfenchel","Oenanthe lachenalii","C. C. Gmel.","plant"
"3876","Oenanthe peucedanifolia Pollich","Haarstrangblaettriger Wasserfenchel","Oenanthe peucedanifolia","Pollich","plant"
"3878","Oenanthe silaifolia M. Bieb.","Silaublaettriger Wasserfenchel","Oenanthe silaifolia","M. Bieb.","plant"
"27504","Oenothera biennis L. s. l.","Gewoehnliche Nachtkerze","Oenothera biennis","L. s. l.","plant"
"22816","Oenothera glazioviana Micheli s. l.","Rotkelchige Nachtkerze","Oenothera glazioviana","Micheli s. l.","plant"
"22814","Oenothera oakesiana (A. Gray) Robbins ex S. Watson & Coult s. l.","Sand-Nachtkerze","Oenothera oakesiana","(A. Gray) Robbins ex S. Watson & Coult s. l.","plant"
"27507","Oenothera parviflora L. s. l.","Kleinbluetige Nachtkerze","Oenothera parviflora","L. s. l.","plant"
"26845","Oenothera villosa Thunb. s. l.","Graublaettrige Nachtkerze","Oenothera villosa","Thunb. s. l.","plant"
"27790","Oenothera x fallax Renner s. l.","Bastard-Nachtkerze","Oenothera x fallax","Renner s. l.","plant"
"50689","Oligotrichum hercynicum (Hedw.) Lam. & DC.","Armhaarmoos","","","moss"
"3902","Omphalodes scorpioides (Haenke) Schrank","Wald-Nabelnuesschen","Omphalodes scorpioides","(Haenke) Schrank","plant"
"3907","Onobrychis arenaria (Kit.) DC.","Sand-Esparsette","Onobrychis arenaria","(Kit.) DC.","plant"
"3911","Onobrychis montana DC.","Berg-Esparsette","Onobrychis montana","DC.","plant"
"3912","Onobrychis viciifolia Scop.","Futter-Esparsette","Onobrychis viciifolia","Scop.","plant"
"3921","Ononis arvensis L.","Bocks-Hauhechel","Ononis arvensis","L.","plant"
"3916","Ononis natrix L.","Gelbe Hauhechel","Ononis natrix","L.","plant"
"3922","Ononis repens L.","Kriechende Hauhechel","Ononis repens","L.","plant"
"3925","Ononis spinosa L. s. str. , nom. cons.","Dornige Hauhechel","Ononis spinosa","L. s. str. , nom. cons.","plant"
"3926","Ononis spinosa subsp. aberrans Endtm.","Kuesten-Dornhauhechel","Ononis spinosa subsp. aberrans","Endtm.","plant"
"3928","Ononis spinosa subsp. austriaca (Beck) Gams","Oesterreichische Dornige Hauhechel","Ononis spinosa subsp. austriaca","(Beck) Gams","plant"
"3929","Ononis spinosa subsp. spinosa L.","Gewoehnliche Dornige Hauhechel","Ononis spinosa subsp. spinosa","L.","plant"
"3931","Onopordum acanthium L.","Eselsdistel","Onopordum acanthium","L.","plant"
"3933","Onosma arenaria Waldst. & Kit.","Sand-Lotwurz","Onosma arenaria","Waldst. & Kit.","plant"
"3949","Ophioglossum vulgatum L.","Gewoehnliche Natternzunge","Ophioglossum vulgatum","L.","plant"
"3950","Ophrys apifera Huds.","Bienen-Ragwurz","Ophrys apifera","Huds.","plant"
"22847","Ophrys araneola Rchb.","Kleine Spinnen-Ragwurz","Ophrys araneola","Rchb.","plant"
"3955","Ophrys holoserica (Burm.f.) Greuter","Hummel-Ragwurz","Ophrys holoserica","(Burm.f.) Greuter","plant"
"3956","Ophrys insectifera L.","Fliegen-Ragwurz","Ophrys insectifera","L.","plant"
"3962","Ophrys sphegodes Mill. s. str.","Gewoehnliche Spinnen-Ragwurz","Ophrys sphegodes","Mill. s. str.","plant"
"3967","Orchis coriophora L.","Wanzen-Knabenkraut","Orchis coriophora","L.","plant"
"3975","Orchis mascula (L.) L.","Maennliches Knabenkraut","Orchis mascula","(L.) L.","plant"
"3979","Orchis militaris L.","Helm-Knabenkraut","Orchis militaris","L.","plant"
"3980","Orchis morio L.","Kleines Knabenkraut","Orchis morio","L.","plant"
"3983","Orchis pallens L.","Blasses Knabenkraut","Orchis pallens","L.","plant"
"3984","Orchis palustris Jacq. s. l.","Sumpf-Knabenkraut","Orchis palustris","Jacq. s. l.","plant"
"3987","Orchis purpurea Huds.","Purpur-Knabenkraut","Orchis purpurea","Huds.","plant"
"3989","Orchis simia Lam.","Affen-Knabenkraut","Orchis simia","Lam.","plant"
"3990","Orchis spitzelii W. D. J. Koch","Spitzels Knabenkraut","Orchis spitzelii","W. D. J. Koch","plant"
"3991","Orchis tridentata Scop.","Dreizaehniges Knabenkraut","Orchis tridentata","Scop.","plant"
"3992","Orchis ustulata L.","Brand-Knabenkraut","Orchis ustulata","L.","plant"
"3993","Oreochloa disticha (Wulfen) Link","Zweizeiliges Blaugras","Oreochloa disticha","(Wulfen) Link","plant"
"22909","Oreopteris limbosperma (Bellardi ex All.) Holub","Bergfarn","Oreopteris limbosperma","(Bellardi ex All.) Holub","plant"
"3996","Origanum vulgare L.","Gewoehnlicher Dost","Origanum vulgare","L.","plant"
"4001","Orlaya grandiflora (L.) Hoffm.","Strahlen-Breitsame","Orlaya grandiflora","(L.) Hoffm.","plant"
"4005","Ornithogalum boucheanum (Kunth) Asch.","Gruener Milchstern","Ornithogalum boucheanum","(Kunth) Asch.","plant"
"4015","Ornithogalum kochii Parl.","Kochs Milchstern","Ornithogalum kochii","Parl.","plant"
"4006","Ornithogalum nutans L.","Nickender Milchstern","Ornithogalum nutans","L.","plant"
"22916","Ornithogalum orthophyllum Ten.","Schmalblaettriger Dolden-Milchstern","Ornithogalum orthophyllum","Ten.","plant"
"4010","Ornithogalum pyrenaicum L. s. l.","Pyrenaeen-Milchstern","Ornithogalum pyrenaicum","L. s. l.","plant"
"12913","Ornithogalum umbellatum L. s. str.","Gewoehnlicher Dolden-Milchstern","Ornithogalum umbellatum","L. s. str.","plant"
"4017","Ornithopus perpusillus L.","Kleiner Vogelfuss","Ornithopus perpusillus","L.","plant"
"4019","Orobanche alba Stephan ex Willd.","Quendel-Sommerwurz","Orobanche alba","Stephan ex Willd.","plant"
"11652","Orobanche alsatica subsp. alsatica Kirschl.","Elsaesser Sommerwurz","Orobanche alsatica subsp. alsatica","Kirschl.","plant"
"11654","Orobanche alsatica subsp. libanotidis (Rupr.) Pusch","Bartlings Sommerwurz","Orobanche alsatica subsp. libanotidis","(Rupr.) Pusch","plant"
"11653","Orobanche alsatica subsp. mayeri (Suess. & Ronniger) Kreutz","Laserkraut-Sommerwurz","Orobanche alsatica subsp. mayeri","(Suess. & Ronniger) Kreutz","plant"
"4023","Orobanche amethystea Thuill.","Amethyst-Sommerwurz","Orobanche amethystea","Thuill.","plant"
"4024","Orobanche arenaria Borkh.","Sand-Sommerwurz","Orobanche arenaria","Borkh.","plant"
"22929","Orobanche artemisiae-campestris Vaucher ex Gaudin","Panzer-Sommerwurz","Orobanche artemisiae-campestris","Vaucher ex Gaudin","plant"
"4026","Orobanche caryophyllacea Sm.","Nelken-Sommerwurz","Orobanche caryophyllacea","Sm.","plant"
"4028","Orobanche coerulescens Stephan","Blaeuliche Sommerwurz","Orobanche coerulescens","Stephan","plant"
"4030","Orobanche elatior Sutton","Grosse Sommerwurz","Orobanche elatior","Sutton","plant"
"4031","Orobanche flava Mart. ex F. W. Schultz","Hellgelbe Sommerwurz","Orobanche flava","Mart. ex F. W. Schultz","plant"
"4032","Orobanche gracilis Sm.","Blutrote Sommerwurz","Orobanche gracilis","Sm.","plant"
"4033","Orobanche hederae Vaucher ex Duby","Efeu-Sommerwurz","Orobanche hederae","Vaucher ex Duby","plant"
"4038","Orobanche lucorum F. W. Schultz","Berberitzen-Sommerwurz","Orobanche lucorum","F. W. Schultz","plant"
"4039","Orobanche lutea Baumg.","Gelbe Sommerwurz","Orobanche lutea","Baumg.","plant"
"4040","Orobanche minor Sm.","Kleine Sommerwurz","Orobanche minor","Sm.","plant"
"4041","Orobanche picridis F. W. Schultz","Bitterkraut-Sommerwurz","Orobanche picridis","F. W. Schultz","plant"
"4042","Orobanche purpurea Jacq.","Violette Sommerwurz","Orobanche purpurea","Jacq.","plant"
"4046","Orobanche ramosa L.","Aestige Sommerwurz","Orobanche ramosa","L.","plant"
"4047","Orobanche rapum-genistae Thuill.","Ginster-Sommerwurz","Orobanche rapum-genistae","Thuill.","plant"
"4048","Orobanche reticulata Wallr.","Distel-Sommerwurz","Orobanche reticulata","Wallr.","plant"
"4049","Orobanche salviae F. W. Schultz","Salbei-Sommerwurz","Orobanche salviae","F. W. Schultz","plant"
"4050","Orobanche teucrii Holandre","Gamander-Sommerwurz","Orobanche teucrii","Holandre","plant"
"4054","Orthilia secunda (L.) House","Birngruen","Orthilia secunda","(L.) House","plant"
"50690","Orthodontium lineare Schwaegr.","Geradezahnmoos","","","moss"
"50691","Orthothecium intricatum (Hartm.) Schimp.","","","","moss"
"50692","Orthothecium rufescens (Schwaegr.) Schimp.","Geradbuechsenmoos","","","moss"
"50693","Orthotrichum affine Brid.","Goldhaarmoos","","","moss"
"50694","Orthotrichum anomalum Hedw.","","","","moss"
"50695","Orthotrichum consimile Mitt.","","","","moss"
"50696","Orthotrichum cupulatum Brid.","Becherfoermiges Goldhaarmoos","","","moss"
"50697","Orthotrichum cupulatum Brid. var. cupulatum","","","","moss"
"50698","Orthotrichum cupulatum var. riparium Huebener","","","","moss"
"50699","Orthotrichum diaphanum Brid.","","","","moss"
"50700","Orthotrichum lyellii Hook. & Taylor","","","","moss"
"50701","Orthotrichum obtusifolium Brid.","","","","moss"
"50702","Orthotrichum pallens Bruch ex Brid.","","","","moss"
"50703","Orthotrichum pallens Bruch ex Brid. var. pallens","","","","moss"
"50704","Orthotrichum patens Bruch ex Brid.","","","","moss"
"50705","Orthotrichum pulchellum Brunt.","","","","moss"
"50706","Orthotrichum pumilum Sw.","","","","moss"
"50707","Orthotrichum rivulare Turner","","","","moss"
"50708","Orthotrichum rupestre Schleich. ex Schwaegr.","","","","moss"
"50709","Orthotrichum rupestre Schleich. ex Schwaegr. var. rupestre","","","","moss"
"50710","Orthotrichum speciosum Nees ex Sturm","","","","moss"
"50711","Orthotrichum sprucei Mont.","","","","moss"
"50712","Orthotrichum stellatum Brid.","","","","moss"
"50713","Orthotrichum stramineum Hornsch. ex Brid.","","","","moss"
"50714","Orthotrichum striatum Hedw.","","","","moss"
"50715","Orthotrichum tenellum Bruch ex Brid.","","","","moss"
"50716","Orthotrichum urnigerum Myrin","","","","moss"
"4058","Osmunda regalis L.","Koenigsfarn","Osmunda regalis","L.","plant"
"4062","Oxalis acetosella L.","Wald-Sauerklee","Oxalis acetosella","L.","plant"
"4063","Oxalis corniculata L.","Hornfruechtiger Sauerklee","Oxalis corniculata","L.","plant"
"4064","Oxalis dillenii Jacq.","Dillenius' Sauerklee","Oxalis dillenii","Jacq.","plant"
"22973","Oxalis stricta L.","Aufrechter Sauerklee","Oxalis stricta","L.","plant"
"4071","Oxyria digyna (L.) Hill","Alpen-Saeuerling","Oxyria digyna","(L.) Hill","plant"
"50717","Oxystegus tenuirostris (Hook. & Taylor) A.J.E. Sm.","","","","moss"
"50718","Oxystegus tenuirostris (Hook. & Taylor) A.J.E. Sm. var. tenuirostris","","","","moss"
"50719","Oxystegus tenuirostris var. holtii (Braithw.) A.J.E. Sm.","","","","moss"
"4084","Oxytropis jacquinii Bunge","Berg-Fahnenwicke","Oxytropis jacquinii","Bunge","plant"
"4087","Oxytropis pilosa (L.) DC.","Zottige Fahnenwicke","Oxytropis pilosa","(L.) DC.","plant"
"50720","Pallavicinia lyellii (Hook.) Carruth.","","","","moss"
"50721","Paludella squarrosa (Hedw.) Brid.","Sumpfmoos","","","moss"
"50722","Palustriella commutata (Hedw.) Ochyra","","","","moss"
"50723","Palustriella commutata (Hedw.) Ochyra var. commutata","","","","moss"
"50724","Palustriella commutata var. falcata (Brid.) Ochyra","","","","moss"
"50725","Palustriella commutata var. fluctuans (B., S. & G.) Ochyra","","","","moss"
"4096","Panicum capillare L.","Haaraestige Hirse","Panicum capillare","L.","plant"
"4098","Panicum miliaceum L.","Rispen-Hirse","Panicum miliaceum","L.","plant"
"22996","Papaver alpinum subsp. sendtneri (Hayek) Schinz & Thell.","Weisser Alpen-Mohn","Papaver alpinum subsp. sendtneri","(Hayek) Schinz & Thell.","plant"
"4108","Papaver argemone L.","Sand-Mohn","Papaver argemone","L.","plant"
"10700","Papaver dubium L. s. l.","Saat-Mohn","Papaver dubium","L. s. l.","plant"
"13742","Papaver dubium subsp. confine (Jord.) Hoerandl","Verkannter Saat-Mohn","Papaver dubium subsp. confine","(Jord.) Hoerandl","plant"
"7201","Papaver dubium subsp. dubium L.","Gewoehnlicher Saat-Mohn","Papaver dubium subsp. dubium","L.","plant"
"22999","Papaver dubium subsp. lecoqii (Lamotte) Syme","Gelbmilch-Saatmohn","Papaver dubium subsp. lecoqii","(Lamotte) Syme","plant"
"4114","Papaver hybridum L.","Bastard-Mohn","Papaver hybridum","L.","plant"
"4115","Papaver rhoeas L.","Klatsch-Mohn","Papaver rhoeas","L.","plant"
"50726","Paraleucobryum longifolium (Hedw.) Loeske","Langblaettriges Scheinweissmoos","","","moss"
"4119","Parapholis strigosa (Dumort.) C. E. Hubb.","Gekruemmter Duennschwanz","Parapholis strigosa","(Dumort.) C. E. Hubb.","plant"
"4121","Parietaria judaica L.","Mauer-Glaskraut","Parietaria judaica","L.","plant"
"4122","Parietaria officinalis L.","Aufrechtes Glaskraut","Parietaria officinalis","L.","plant"
"4123","Parietaria pensylvanica H. L. Muehl. ex Willd.","Pennsylvanisches Glaskraut","Parietaria pensylvanica","H. L. Muehl. ex Willd.","plant"
"4124","Paris quadrifolia L.","Einbeere","Paris quadrifolia","L.","plant"
"4125","Parnassia palustris L.","Sumpf-Herzblatt","Parnassia palustris","L.","plant"
"4132","Parthenocissus inserta (Kern.) Fritsch","Fuenfblaettriger Wilder Wein","Parthenocissus inserta","(Kern.) Fritsch","plant"
"4136","Pastinaca sativa L.","Pastinak","Pastinaca sativa","L.","plant"
"4137","Pastinaca sativa subsp. sativa L.","Gewoehnlicher Pastinak","Pastinaca sativa subsp. sativa","L.","plant"
"4138","Pastinaca sativa subsp. sylvestris (Mill.) Rouy & Camus","Zottiger Pastinak","Pastinaca sativa subsp. sylvestris","(Mill.) Rouy & Camus","plant"
"4139","Pastinaca sativa subsp. urens (Req. ex Godr.) Celak.","Verkahlender Pastinak","Pastinaca sativa subsp. urens","(Req. ex Godr.) Celak.","plant"
"4148","Pedicularis elongata Kern.","Langaehriges Laeusekraut","Pedicularis elongata","Kern.","plant"
"4151","Pedicularis foliosa L.","Durchblaettertes Laeusekraut","Pedicularis foliosa","L.","plant"
"4157","Pedicularis oederi Vahl","Buntes Laeusekraut","Pedicularis oederi","Vahl","plant"
"4158","Pedicularis palustris L.","Sumpf-Laeusekraut","Pedicularis palustris","L.","plant"
"4160","Pedicularis recutita L.","Gestutztes Laeusekraut","Pedicularis recutita","L.","plant"
"4164","Pedicularis rostratocapitata Crantz","Geschnaebeltes Laeusekraut","Pedicularis rostratocapitata","Crantz","plant"
"4167","Pedicularis rostratospicata Crantz","Fleischrotes Laeusekraut","Pedicularis rostratospicata","Crantz","plant"
"4170","Pedicularis sceptrum-carolinum L.","Karlszepter","Pedicularis sceptrum-carolinum","L.","plant"
"4172","Pedicularis sylvatica L.","Wald-Laeusekraut","Pedicularis sylvatica","L.","plant"
"4174","Pedicularis verticillata L.","Quirlblaettriges Laeusekraut","Pedicularis verticillata","L.","plant"
"50727","Pedinophyllum interruptum (Nees) Kaal.","","","","moss"
"50728","Pellia endiviifolia (Dicks.) Dumort.","Endivien-Beckenmoos","","","moss"
"50729","Pellia epiphylla (L.) Corda","Beckenmoos","","","moss"
"50730","Pellia epiphylla (L.) Corda ssp. epiphylla","","","","moss"
"50731","Pellia epiphylla ssp. borealis (Lorb.) Schljakov","","","","moss"
"50732","Pellia neesiana (Gottsche) Limpr.","","","","moss"
"4176","Peplis portula L.","Sumpfquendel","Peplis portula","L.","plant"
"23027","Persicaria amphibia (L.) Delarbre","Wasser-Knoeterich","Persicaria amphibia","(L.) Delarbre","plant"
"11734","Persicaria dubia (Stein) Fourr.","Milder Knoeterich","Persicaria dubia","(Stein) Fourr.","plant"
"23032","Persicaria hydropiper (L.) Delarbre","Wasserpfeffer","Persicaria hydropiper","(L.) Delarbre","plant"
"23034","Persicaria lapathifolia (L.) Delarbre s. l.","Ampfer-Knoeterich","Persicaria lapathifolia","(L.) Delarbre s. l.","plant"
"13928","Persicaria lapathifolia subsp. brittingeri (Opiz) Soják","Fluss-Knoeterich","Persicaria lapathifolia subsp. brittingeri","(Opiz) Soják","plant"
"13933","Persicaria lapathifolia subsp. lapathifolia (L.) Delarbre","Gewoehnlicher Ampfer-Knoeterich","Persicaria lapathifolia subsp. lapathifolia","(L.) Delarbre","plant"
"13952","Persicaria lapathifolia subsp. leptoclada (Danser) Wisskirchen","Lein-Ampferknoeterich","Persicaria lapathifolia subsp. leptoclada","(Danser) Wisskirchen","plant"
"13931","Persicaria lapathifolia subsp. mesomorpha (Danser) Soják","Mittlerer Ampferknoeterich","Persicaria lapathifolia subsp. mesomorpha","(Danser) Soják","plant"
"13950","Persicaria lapathifolia subsp. pallida (With.) Å. Loeve","Acker-Ampferknoeterich","Persicaria lapathifolia subsp. pallida","(With.) Å. Loeve","plant"
"23038","Persicaria maculosa Gray","Floh-Knoeterich","Persicaria maculosa","Gray","plant"
"23039","Persicaria minor (Huds.) Opiz","Kleiner Knoeterich","Persicaria minor","(Huds.) Opiz","plant"
"4178","Petasites albus (L.) P. Gaertn.","Weisse Pestwurz","Petasites albus","(L.) P. Gaertn.","plant"
"4180","Petasites hybridus (L.) P. Gaertn., B. Mey. & Scherb.","Gewoehnliche Pestwurz","Petasites hybridus","(L.) P. Gaertn., B. Mey. & Scherb.","plant"
"4182","Petasites paradoxus (Retz.) Baumg.","Alpen-Pestwurz","Petasites paradoxus","(Retz.) Baumg.","plant"
"4183","Petasites spurius (Retz.) Rchb.","Filzige Pestwurz","Petasites spurius","(Retz.) Rchb.","plant"
"4184","Petrocallis pyrenaica (L.) R. Br.","Steinschmueckel","Petrocallis pyrenaica","(L.) R. Br.","plant"
